Orthogroup	Most_Annotated_Protein	Species
OG0000699_00	LOCUS11855	Laspla
OG0000700_00	LOCUS12730	Laspla
OG0000701_00	groucho_g17196_i1	Acafer
OG0000702_00	G6Z76_0012078	Acrcha
OG0000703_00	G6Z76_0006645	Acrcha
OG0000704_00	LOCUS3632	Laspla
OG0000705_00	Adipokinetic_hormone_receptor_g11878_i2	Acafer
OG0000706_00	LOCUS4609	Laspla
OG0000707_00	LOCUS6951	Laspla
OG0000708_00	LOCUS13854	Laspla
OG0000709_00	LOCUS7982	Laspla
OG0000711_00	LOCUS7320	Laspla
OG0000712_00	LOCUS5775	Laspla
OG0000713_00	LOCUS9987	Laspla
OG0000714_00	LOCUS3429	Laspla
OG0000715_00	HN011_008598	Ecibur
OG0000716_00	G6Z76_0013499	Acrcha
OG0000716_01	LOCUS11441	Laspla
OG0000717_00	LOCUS9410-2	Laspla
OG0000718_00	LOCUS7762	Laspla
OG0000719_00	HMG_Coenzyme-A_reductase_g09431_i1	Acafer
OG0000720_00	LOCUS1277-2	Laspla
OG0000721_00	LOCUS12342-2	Laspla
OG0000722_00	LOCUS12449	Laspla
OG0000723_00	LOCUS2300	Laspla
OG0000724_00	Alpha_beta_hydrolase_fold-1_g07409_i1	Acafer
OG0000725_00	LOCUS11861	Laspla
OG0000726_00	LOCUS7497	Laspla
OG0000727_00	LOCUS2139	Laspla
OG0000728_00	G6Z76_0007316	Acrcha
OG0000729_00	LOCUS3662	Laspla
OG0000730_00	Peptidase_C65_otubain_g07183_i1	Acafer
OG0000731_00	G6Z76_0007337	Acrcha
OG0000732_00	LOCUS13296	Laspla
OG0000733_00	LOCUS1920	Laspla
OG0000734_00	LOCUS10967	Laspla
OG0000735_00	LOCUS10772	Laspla
OG0000736_00	LOCUS2386	Laspla
OG0000737_00	LOCUS2512-2	Laspla
OG0000738_00	LOCUS3613	Laspla
OG0000739_00	LOCUS10885	Laspla
OG0000740_00	LOCUS10290	Laspla
OG0000741_00	Cytochrome_P450_g14781_i1	Acafer
OG0000742_00	LOCUS11692	Laspla
OG0000744_00	LOCUS12790	Laspla
OG0000745_00	LOCUS159	Laspla
OG0000746_00	LOCUS10874	Laspla
OG0000747_00	G6Z76_0000256	Acrcha
OG0000748_00	G6Z76_0014618	Acrcha
OG0000749_00	LOCUS3944	Laspla
OG0000750_00	LOCUS8004	Laspla
OG0000751_00	Carboxylesterase_type_B_g06413_i1	Acafer
OG0000752_00	LOCUS7164	Laspla
OG0000753_00	LOCUS10624	Laspla
OG0000754_00	LOCUS3407	Laspla
OG0000755_00	G6Z76_0005591	Acrcha
OG0000756_00	G6Z76_0013117	Acrcha
OG0000757_00	LOCUS8659-4	Laspla
OG0000758_00	LOCUS5800	Laspla
OG0000759_00	G6Z76_0010228	Acrcha
OG0000760_00	LOCUS8284	Laspla
OG0000761_00	LOCUS10616	Laspla
OG0000762_00	LOCUS8778	Laspla
OG0000763_00	LOCUS6954	Laspla
OG0000764_00	LOCUS1064	Laspla
OG0000765_00	LOCUS11322	Laspla
OG0000766_00	Peptidase_M1_membrane_alanine_aminopeptidase_N-terminal_g18396_i1	Acafer
OG0000768_00	LOCUS12731	Laspla
OG0000769_00	LOCUS8052	Laspla
OG0000770_00	LOCUS11356	Laspla
OG0000771_00	G6Z76_0008872	Acrcha
OG0000772_00	Peptidase_S1_S6_chymotrypsin_Hap_g03062_i1	Caresp
OG0000773_00	LOCUS7312	Laspla
OG0000774_00	LOCUS11763	Laspla
OG0000775_00	G6Z76_0003764	Acrcha
OG0000776_00	LOCUS10765	Laspla
OG0000777_00	G6Z76_0002420	Acrcha
OG0000778_00	LOCUS14582	Laspla
OG0000779_00	LOCUS10131	Laspla
OG0000780_00	LOCUS2550	Laspla
OG0000781_00	LOCUS7149	Laspla
OG0000782_00	JH_acid_methyltransferase_g00230_i1	Acafer
OG0000783_00	LOCUS13538	Laspla
OG0000785_00	G6Z77_0004383	Acrhey
OG0000786_00	Peptidase_S1_S6_chymotrypsin_Hap_g12935_i1	Acafer
OG0000787_00	LOCUS728	Laspla
OG0000788_00	ACFW04_007773	Catnig
OG0000789_00	LOCUS11642	Laspla
OG0000790_00	LOCUS13447	Laspla
OG0000791_00	LOCUS2355	Laspla
OG0000792_00	LOCUS915	Laspla
OG0000793_00	LOCUS10363	Laspla
OG0000794_00	LOCUS11300	Laspla
OG0000795_00	LOCUS8651	Laspla
OG0000796_00	LOCUS14405	Laspla
OG0000797_00	Peptidase_S1_S6_chymotrypsin_Hap_g13687_i1	Probru
OG0000798_00	LOCUS2918	Laspla
OG0000799_00	LOCUS3968	Laspla
OG0000800_00	LOCUS7713	Laspla
OG0000802_00	LOCUS2981	Laspla
OG0000804_00	LOCUS5351	Laspla
OG0000805_00	G6Z76_0000461	Acrcha
OG0000806_00	LOCUS11436	Laspla
OG0000807_00	LOCUS4276	Laspla
OG0000808_00	LOCUS7972	Laspla
OG0000809_00	LOCUS3921	Laspla
OG0000810_00	LOCUS8038-2	Laspla
OG0000811_00	LOCUS3596	Laspla
OG0000812_00	LOCUS9911	Laspla
OG0000814_00	LOCUS7024	Laspla
OG0000815_00	LOCUS5867	Laspla
OG0000816_00	LOCUS3840	Laspla
OG0000817_00	LOCUS13774	Laspla
OG0000818_00	LOCUS13563	Laspla
OG0000819_00	LOC126858504	Cathis
OG0000820_00	LOCUS12011	Laspla
OG0000821_00	LOCUS11280	Laspla
OG0000823_00	LOCUS11678	Laspla
OG0000824_00	LOCUS1986	Laspla
OG0000825_00	LOCUS10156-2	Laspla
OG0000826_00	LOCUS6213	Laspla
OG0000828_00	acyl-CoA_desaturases_g18397_i1	Acafer
OG0000830_00	LOCUS2503	Laspla
OG0000831_00	LOCUS5442	Laspla
OG0000832_00	G6Z76_0003636	Acrcha
OG0000833_00	LOCUS5770	Laspla
OG0000834_00	G6Z76_0003344	Acrcha
OG0000835_00	LOCUS1141	Laspla
OG0000836_00	LOCUS9394	Laspla
OG0000837_00	LOCUS6316	Laspla
OG0000838_00	LOCUS13672	Laspla
OG0000839_00	LOCUS2382	Laspla
OG0000840_00	LOCUS10022-2	Laspla
OG0000841_00	LOCUS13897	Laspla
OG0000843_00	G6Z75_0005084	Acrins
OG0000845_00	LOCUS2983	Laspla
OG0000846_00	LOCUS3892	Laspla
OG0000847_00	aub_g04314_i2_split1	Solinv
OG0000848_00	LOCUS13227	Laspla
OG0000849_00	LOCUS6416	Laspla
OG0000850_00	G6Z76_0008228	Acrcha
OG0000851_00	HOX_domain_g11653_i1	Myrmen
OG0000852_00	Peptidase_T2_asparaginase_2_g17819_i1	Acafer
OG0000853_00	LOCUS6209	Laspla
OG0000854_00	LOCUS10966	Laspla
OG0000855_00	LOCUS2160	Laspla
OG0000856_00	LOCUS833	Laspla
OG0000857_00	G6Z76_0001165	Acrcha
OG0000858_00	LOCUS9161	Laspla
OG0000859_00	LOCUS8196	Laspla
OG0000860_00	LOCUS10448	Laspla
OG0000861_00	G6Z77_0015427	Acrhey
OG0000862_00	G6Z77_0004354	Acrhey
OG0000864_00	cSerineProteases_g12249_i1_split2	Myrpil
OG0000865_00	Alpha_beta_hydrolase_fold-1_g16529_i1	Acroct
OG0000866_00	LOCUS12033	Laspla
OG0000867_00	LOCUS5919	Laspla
OG0000868_00	LOCUS10329	Laspla
OG0000869_00	LOCUS11261	Laspla
OG0000870_00	LOCUS7508	Laspla
OG0000871_00	G6Z76_0008710	Acrcha
OG0000872_00	G6Z76_0014048	Acrcha
OG0000873_00	LOCUS6350	Laspla
OG0000874_00	G6Z76_0014644	Acrcha
OG0000875_00	LOCUS2306	Laspla
OG0000876_00	LOCUS8752-2	Laspla
OG0000877_00	LOCUS2634	Laspla
OG0000878_00	Beta-galactosidase_g15650_i1	Acafer
OG0000879_00	Peptidase_S1_S6_chymotrypsin_Hap_g07921_i1	Acafer
OG0000880_00	LOCUS2271	Laspla
OG0000881_00	LOCUS5986	Laspla
OG0000882_00	LOCUS10766	Laspla
OG0000883_00	LOCUS1271	Laspla
OG0000884_00	LOCUS2387	Laspla
OG0000885_00	LOCUS9135	Laspla
OG0000886_00	LOCUS7132	Laspla
OG0000887_00	LOCUS14677	Laspla
OG0000888_00	Ankyrin_g00363_i1	Acafer
OG0000891_00	Peptidase_M13_g05328_i2	Acafer
OG0000892_00	Peptidase_M13_g15066_i1	Acafer
OG0000893_00	LOCUS10215	Laspla
OG0000895_00	LOCUS12055	Laspla
OG0000896_00	G6Z76_0000562	Acrcha
OG0000897_00	LOCUS7542-2	Laspla
OG0000898_00	ACFW04_007390	Catnig
OG0000899_00	LOCUS12531	Laspla
OG0000900_00	LOCUS13992	Laspla
OG0000901_00	Peptidase_S28_g14572_i1	Acafer
OG0000902_00	LOCUS10642	Laspla
OG0000903_00	LOCUS11085	Laspla
OG0000904_00	G6Z76_0002383	Acrcha
OG0000906_00	LOCUS9367	Laspla
OG0000907_00	LOCUS3423	Laspla
OG0000908_00	LOCUS8060	Laspla
OG0000909_00	LOCUS876	Laspla
OG0000910_00	LOCUS9189	Laspla
OG0000911_00	LOCUS6514	Laspla
OG0000911_01	Hsp40_g00333_i2	Acafer
OG0000912_00	LOCUS11857	Laspla
OG0000913_00	LOCUS4588	Laspla
OG0000914_00	ACFW04_006064	Catnig
OG0000915_00	LOCUS5396	Laspla
OG0000916_00	LOCUS8006	Laspla
OG0000917_00	LOCUS10751	Laspla
OG0000918_00	ACFW04_009780	Catnig
OG0000919_00	Chitinase_g07651_i1	Acafer
OG0000920_00	LOCUS13120-2	Laspla
OG0000921_00	LOCUS12405	Laspla
OG0000922_00	LOCUS9923	Laspla
OG0000923_00	LOCUS6097	Laspla
OG0000924_00	LOCUS2568	Laspla
OG0000925_00	LOCUS11778	Laspla
OG0000926_00	HOX_domain_g05127_i1	Acafer
OG0000927_00	LOCUS13661	Laspla
OG0000928_00	LOCUS8507	Laspla
OG0000929_00	LOCUS13888	Laspla
OG0000930_00	LOCUS13028	Laspla
OG0000931_00	LOCUS797	Laspla
OG0000932_00	G6Z76_0011733	Acrcha
OG0000933_00	LOCUS2447	Laspla
OG0000934_00	G6Z76_0008155	Acrcha
OG0000935_00	LOCUS1031	Laspla
OG0000936_00	LOCUS6969	Laspla
OG0000937_00	Peptidase_M16C_associated_g06283_i1	Anogra
OG0000939_00	P5V15_014569	Pogcal
OG0000942_00	LOCUS8831	Laspla
OG0000943_00	G6Z76_0002989	Acrcha
OG0000944_00	LOCUS384	Laspla
OG0000945_00	LOCUS13377	Laspla
OG0000946_00	LOCUS11138	Laspla
OG0000947_00	LOCUS3065	Laspla
OG0000948_00	LOCUS8242	Laspla
OG0000949_00	Peptidase_M28_g14441_i1	Acafer
OG0000950_00	LOCUS1152	Laspla
OG0000951_00	LOCUS4995	Laspla
OG0000952_00	LOCUS2172	Laspla
OG0000953_00	LOCUS2012-2	Laspla
OG0000954_00	LOCUS9079	Laspla
OG0000955_00	LOCUS969	Laspla
OG0000956_00	G6Z76_0009681	Acrcha
OG0000957_00	Kinase-S6K_g09403_i1	Acafer
OG0000958_00	LOCUS3140	Laspla
OG0000959_00	LOCUS10667	Laspla
OG0000960_00	LOCUS3062	Laspla
OG0000961_00	LOCUS5145	Laspla
OG0000962_00	G6Z76_0000626	Acrcha
OG0000963_00	LOCUS11318	Laspla
OG0000964_00	LOCUS10892	Laspla
OG0000965_00	LOCUS8214	Laspla
OG0000966_00	LOCUS10675	Laspla
OG0000967_00	acyl-CoA_desaturases_g15042_i1	Acafer
OG0000968_00	LOCUS3211	Laspla
OG0000969_00	LOCUS5774	Laspla
OG0000970_00	LOCUS11730	Laspla
OG0000971_00	LOCUS5765	Laspla
OG0000972_00	LOCUS4701	Laspla
OG0000973_00	LOCUS5185	Laspla
OG0000974_00	G6Z76_0000185	Acrcha
OG0000975_00	G6Z76_0005660	Acrcha
OG0000976_00	LOCUS6837	Laspla
OG0000977_00	LOCUS14006	Laspla
OG0000978_00	LOCUS10499	Laspla
OG0000979_00	LOCUS9926	Laspla
OG0000980_00	Peptidase_S1_S6_chymotrypsin_Hap_g15438_i2	Acafer
OG0000981_00	LOCUS11931	Laspla
OG0000981_01	LOCUS11932	Laspla
OG0000982_00	LOCUS8841	Laspla
OG0000983_00	LOCUS9210	Laspla
OG0000984_00	LOCUS13990	Laspla
OG0000985_00	LOCUS2470	Laspla
OG0000986_00	LOCUS7133	Laspla
OG0000987_00	LOCUS2446	Laspla
OG0000988_00	LOCUS12072	Laspla
OG0000989_00	LOCUS12066	Laspla
OG0000990_00	Peptidase_M12B_ADAM_reprolysin_g15321_i1	Lasneg
OG0000992_00	LOCUS7870	Laspla
OG0000993_00	LOCUS5925	Laspla
OG0000994_00	LOCUS13470	Laspla
OG0000997_00	beta-catenin_g01616_i1	Acafer
OG0000998_00	LOCUS1054	Laspla
OG0000999_00	LOCUS13127	Laspla
OG0001000_00	Peptidase_S59_nucleoporin_g06290_i1	Acafer
OG0001001_00	LOCUS3330	Laspla
OG0001002_00	LOCUS7813	Laspla
OG0001004_00	LOCUS8354	Laspla
OG0001005_00	LOCUS6334	Laspla
OG0001006_00	LOCUS2934	Laspla
OG0001007_00	LOCUS2738	Laspla
OG0001008_00	LOCUS6938	Laspla
OG0001009_00	LOCUS13951	Laspla
OG0001010_00	LOCUS6117	Laspla
OG0001011_00	LOCUS8153	Laspla
OG0001012_00	Peptidase_C19_ubiquitin_carboxyl-terminal_hydrolase_2_g00983_i1	Acafer
OG0001013_00	LOCUS13060	Laspla
OG0001014_00	LOCUS12317	Laspla
OG0001015_00	LOCUS2871	Laspla
OG0001016_00	G6Z76_0006650	Acrcha
OG0001017_00	LOCUS2380	Laspla
OG0001018_00	LOCUS10077	Laspla
OG0001019_00	LOCUS5309	Laspla
OG0001020_00	LOCUS5505	Laspla
OG0001021_00	LOCUS2806	Laspla
OG0001022_00	LOCUS10627	Laspla
OG0001023_00	LOCUS6971	Laspla
OG0001024_00	LOCUS7565	Laspla
OG0001027_00	LOCUS9887	Laspla
OG0001028_00	LOCUS2471	Laspla
OG0001029_00	LOCUS6303	Laspla
OG0001030_00	G6Z76_0013547	Acrcha
OG0001031_00	LOCUS6723	Laspla
OG0001032_00	LOCUS1313	Laspla
OG0001033_00	LOCUS7973	Laspla
OG0001034_00	LOCUS13667	Laspla
OG0001035_00	LOCUS10743	Laspla
OG0001036_00	G6Z76_0013561	Acrcha
OG0001037_00	LOCUS12881	Laspla
OG0001038_00	LOCUS6489	Laspla
OG0001039_00	LOCUS11709	Laspla
OG0001040_00	LOCUS3473	Laspla
OG0001041_00	LOCUS5621	Laspla
OG0001042_00	LOCUS13160	Laspla
OG0001043_00	LOCUS563-5	Laspla
OG0001044_00	LOCUS7205	Laspla
OG0001045_00	LOCUS6933	Laspla
OG0001046_00	G6Z76_0006651	Acrcha
OG0001047_00	LOCUS5618	Laspla
OG0001048_00	LOCUS8878	Laspla
OG0001049_00	LOCUS10019	Laspla
OG0001050_00	LOCUS10056	Laspla
OG0001052_00	G6Z76_0014185	Acrcha
OG0001053_00	G6Z76_0009287	Acrcha
OG0001054_00	LOCUS6955	Laspla
OG0001055_00	LOCUS11144	Laspla
OG0001056_00	G6Z77_0013844	Acrhey
OG0001057_00	LOCUS1172	Laspla
OG0001061_00	Chromo-domain_g15165_i1	Acafer
OG0001062_00	LOCUS7698	Laspla
OG0001063_00	ACFW04_009829	Catnig
OG0001064_00	LOCUS6884	Laspla
OG0001065_00	G6Z76_0011574	Acrcha
OG0001066_00	acyl-CoA_desaturases_g18400_i1	Acafer
OG0001067_00	LOCUS5600	Laspla
OG0001068_00	G6Z76_0011942	Acrcha
OG0001069_00	LOCUS13969	Laspla
OG0001070_00	LOCUS521	Laspla
OG0001071_00	LOCUS8296	Laspla
OG0001072_00	LOCUS2112	Laspla
OG0001073_00	G6Z76_0006044	Acrcha
OG0001073_01	ACFW04_009515	Catnig
OG0001074_00	LOCUS12520	Laspla
OG0001075_00	C-5_Dnmt_g11890_i1	Acafer
OG0001076_00	LOCUS7034	Laspla
OG0001077_00	LOCUS7476	Laspla
OG0001078_00	LOCUS6193	Laspla
OG0001079_00	LOCUS6388	Laspla
OG0001080_00	LOCUS9346	Laspla
OG0001081_00	LOCUS8701	Laspla
OG0001082_00	G6Z76_0006098	Acrcha
OG0001083_00	LOCUS4738	Laspla
OG0001084_00	G6Z76_0013513	Acrcha
OG0001085_00	LOCUS6435-2	Laspla
OG0001086_00	G6Z76_0012135	Acrcha
OG0001087_00	LOCUS6619	Laspla
OG0001088_00	LOCUS12036	Laspla
OG0001089_00	LOCUS14580	Laspla
OG0001090_00	LOCUS1308	Laspla
OG0001091_00	LOCUS13135	Laspla
OG0001093_00	LOCUS813	Laspla
OG0001094_00	LOCUS2805	Laspla
OG0001095_00	LOCUS13889	Laspla
OG0001096_00	LOCUS11086	Laspla
OG0001097_00	LOCUS10223	Laspla
OG0001098_00	LOCUS6286-2	Laspla
OG0001099_00	G6Z76_0008426	Acrcha
OG0001100_00	Alpha_beta_hydrolase_fold-1_g07659_i1	Acafer
OG0001101_00	Peptidase_M12A_astacin_g14842_i1	Acafer
OG0001102_00	LOCUS5845	Laspla
OG0001104_00	LOCUS3889	Laspla
OG0001105_00	LOCUS10173	Laspla
OG0001106_00	LOCUS3743	Laspla
OG0001107_00	LOCUS4605	Laspla
OG0001108_00	LOCUS2681	Laspla
OG0001109_00	G6Z76_0006474	Acrcha
OG0001110_00	LOCUS8838	Laspla
OG0001111_00	LOCUS3461	Laspla
OG0001112_00	LOCUS9523	Laspla
OG0001113_00	LOCUS10628	Laspla
OG0001114_00	LOCUS2404	Laspla
OG0001115_00	LOCUS3511	Laspla
OG0001116_00	LOCUS1012	Laspla
OG0001117_00	LOCUS7592	Laspla
OG0001118_00	LOCUS2039	Laspla
OG0001119_00	LOCUS13007	Laspla
OG0001120_00	Arrestin_g10106_i2	Acafer
OG0001121_00	LOCUS13479	Laspla
OG0001122_00	LOCUS13504	Laspla
OG0001123_00	LOCUS14715	Laspla
OG0001124_00	LOCUS12211	Laspla
OG0001125_00	G6Z76_0010260	Acrcha
OG0001126_00	LOCUS6838	Laspla
OG0001127_00	G6Z76_0011550	Acrcha
OG0001128_00	G6Z76_0003371	Acrcha
OG0001129_00	LOCUS11104	Laspla
OG0001130_00	LOCUS13445	Laspla
OG0001131_00	LOCUS6543-2	Laspla
OG0001132_00	LOCUS6313	Laspla
OG0001133_00	G6Z77_0003775	Acrhey
OG0001134_00	LOCUS2309	Laspla
OG0001135_00	LOCUS7864	Laspla
OG0001136_00	LOCUS565	Laspla
OG0001137_00	G6Z76_0006306	Acrcha
OG0001138_00	LOCUS8266	Laspla
OG0001139_00	LOCUS9331	Laspla
OG0001140_00	G6Z76_0007432	Acrcha
OG0001141_00	HOX_domain_g07758_i1	Caralt
OG0001142_00	LOCUS10034	Laspla
OG0001143_00	G6Z76_0005696	Acrcha
OG0001144_00	LOCUS8294	Laspla
OG0001145_00	LOCUS1036	Laspla
OG0001146_00	LOCUS6477	Laspla
OG0001147_00	LOCUS11136	Laspla
OG0001148_00	LOCUS8472	Laspla
OG0001149_00	LOCUS14047	Laspla
OG0001150_00	Carboxylesterase_type_B_g01771_i1	Acafer
OG0001151_00	LOCUS7801	Laspla
OG0001152_00	LOCUS3113	Laspla
OG0001154_00	abd-A_g02219_i1	Acafer
OG0001155_00	LOCUS12067	Laspla
OG0001156_00	LOCUS11080	Laspla
OG0001157_00	LOCUS11495	Laspla
OG0001159_00	LOCUS12834	Laspla
OG0001160_00	Peptidase_S8_S53_subtilisin_kexin_sedolisin_g04219_i1	Acafer
OG0001161_00	LOCUS12503	Laspla
OG0001162_00	LOCUS3756	Laspla
OG0001163_00	LOCUS2333-4	Laspla
OG0001164_00	LOCUS12616	Laspla
OG0001165_00	G6Z76_0009695	Acrcha
OG0001166_00	LOCUS14540	Laspla
OG0001167_00	LOCUS7157	Laspla
OG0001168_00	LOCUS4675	Laspla
OG0001169_00	LOCUS13136	Laspla
OG0001170_00	LOCUS11427-2	Laspla
OG0001171_00	LOCUS2017	Laspla
OG0001172_00	G6Z76_0013520	Acrcha
OG0001173_00	LOCUS4988	Laspla
OG0001174_00	LOCUS11664	Laspla
OG0001175_00	LOCUS5188	Laspla
OG0001176_00	LOCUS9550	Laspla
OG0001177_00	LOCUS1287	Laspla
OG0001178_00	Alpha_beta_hydrolase_fold-1_g08808_i1	Proito
OG0001179_00	LOCUS11398	Laspla
OG0001180_00	LOCUS6001	Laspla
OG0001181_00	LOCUS13276	Laspla
OG0001182_00	G6Z76_0009901	Acrcha
OG0001183_00	G6Z76_0006598	Acrcha
OG0001184_00	LOCUS5636-3	Laspla
OG0001185_00	LOCUS6762	Laspla
OG0001186_00	LOCUS2027	Laspla
OG0001187_00	LOCUS4698	Laspla
OG0001188_00	LOCUS4720	Laspla
OG0001189_00	ACFW04_005506	Catnig
OG0001190_00	LOCUS10497	Laspla
OG0001191_00	LOCUS6367	Laspla
OG0001192_00	LOCUS8176	Laspla
OG0001193_00	Peptidase_C19_ubiquitin_carboxyl-terminal_hydrolase_2_g18711_i1	Acafer
OG0001195_00	LOCUS10293	Laspla
OG0001197_00	LOCUS9537	Laspla
OG0001198_00	LOCUS3612	Laspla
OG0001200_00	LOCUS10977	Laspla
OG0001201_00	LOCUS13071	Laspla
OG0001202_00	G6Z76_0012822	Acrcha
OG0001203_00	LOCUS5205	Laspla
OG0001204_00	Cytochrome_P450_g16686_i1	Acafer
OG0001205_00	LOCUS1976	Laspla
OG0001206_00	LOCUS2621	Laspla
OG0001207_00	LOCUS14647	Laspla
OG0001208_00	LOCUS11827	Laspla
OG0001209_00	LOCUS12708	Laspla
OG0001210_00	G6Z76_0006748	Acrcha
OG0001211_00	LOCUS10623	Laspla
OG0001212_00	LOCUS10244	Laspla
OG0001214_00	G6Z76_0011856	Acrcha
OG0001215_00	LOCUS6115	Laspla
OG0001216_00	LOCUS990	Laspla
OG0001217_00	Peptidase_M1_membrane_alanine_aminopeptidase_N-terminal_g18902_i1	Acafer
OG0001218_00	G6Z76_0011062	Acrcha
OG0001219_00	LOCUS10519	Laspla
OG0001220_00	LOCUS6701	Laspla
OG0001222_00	polyketide_synthase_enoylreductase_domain_g06364_i1	Acafer
OG0001223_00	LOCUS7579	Laspla
OG0001224_00	LOCUS11089	Laspla
OG0001225_00	LOCUS8417	Laspla
OG0001226_00	LOCUS10810	Laspla
OG0001227_00	LOCUS14575	Laspla
OG0001228_00	LOCUS6198	Laspla
OG0001229_00	LOCUS7324	Laspla
OG0001230_00	LOCUS2028	Laspla
OG0001231_00	LOCUS11209	Laspla
OG0001232_00	LOCUS1982	Laspla
OG0001233_00	NOS_g01705_i1	Acafer
OG0001234_00	LOCUS11285	Laspla
OG0001235_00	LOCUS11290	Laspla
OG0001236_00	LOCUS6195	Laspla
OG0001237_00	LOCUS2932	Laspla
OG0001238_00	LOCUS1226	Laspla
OG0001239_00	HN011_009258	Ecibur
OG0001240_00	LOCUS2819	Laspla
OG0001241_00	LOCUS924	Laspla
OG0001242_00	LOCUS2837	Laspla
OG0001243_00	LOCUS2829	Laspla
OG0001244_00	G6Z76_0000737	Acrcha
OG0001245_00	LOCUS7255	Laspla
OG0001246_00	LOCUS5641	Laspla
OG0001247_00	LOCUS9302	Laspla
OG0001248_00	LOCUS8095	Laspla
OG0001249_00	LOCUS6383	Laspla
OG0001250_00	LOCUS14106	Laspla
OG0001251_00	LOCUS3915	Laspla
OG0001252_00	LOCUS7767	Laspla
OG0001253_00	LOCUS12070	Laspla
OG0001254_00	LOCUS7947	Laspla
OG0001255_00	G6Z76_0009781	Acrcha
OG0001256_00	PHD_finger_g07663_i1	Acafer
OG0001257_00	Peptidase_S28_g15134_i1	Acafer
OG0001260_00	LOCUS9336	Laspla
OG0001261_00	LOCUS9166	Laspla
OG0001263_00	LOCUS555	Laspla
OG0001264_00	LOCUS3636	Laspla
OG0001265_00	LOCUS8718	Laspla
OG0001266_00	LOCUS2727	Laspla
OG0001267_00	LOCUS8410	Laspla
OG0001268_00	LOCUS14390	Laspla
OG0001269_00	LOCUS9470	Laspla
OG0001270_00	G6Z76_0011705	Acrcha
OG0001271_00	G6Z76_0011372	Acrcha
OG0001272_00	LOCUS14066	Laspla
OG0001273_00	LOCUS2468	Laspla
OG0001274_00	LOCUS10322	Laspla
OG0001275_00	ACFW04_009752	Catnig
OG0001276_00	LOCUS13562	Laspla
OG0001277_00	LOCUS12166-2	Laspla
OG0001278_00	LOCUS1998	Laspla
OG0001279_00	LOCUS3058	Laspla
OG0001280_00	LOCUS5114	Laspla
OG0001281_00	LOCUS12638	Laspla
OG0001282_00	LOCUS2989	Laspla
OG0001283_00	LOCUS3876	Laspla
OG0001284_00	ACFW04_002506	Catnig
OG0001285_00	LOCUS5392	Laspla
OG0001286_00	G6Z76_0012239	Acrcha
OG0001287_00	LOCUS6612	Laspla
OG0001288_00	G6Z76_0005300	Acrcha
OG0001289_00	LOCUS12633	Laspla
OG0001290_00	LOCUS3651-2	Laspla
OG0001291_00	LOCUS7489	Laspla
OG0001292_00	LOCUS14055	Laspla
OG0001293_00	LOCUS8000	Laspla
OG0001294_00	LOCUS7993	Laspla
OG0001295_00	HOX_domain_g04813_i1	Acafer
OG0001296_00	G6Z76_0002456	Acrcha
OG0001296_01	G6Z76_0002457	Acrcha
OG0001297_00	LOCUS11466	Laspla
OG0001298_00	LOCUS7526	Laspla
OG0001299_00	ACFW04_007677	Catnig
OG0001300_00	LOCUS6194	Laspla
OG0001301_00	LOCUS12996	Laspla
OG0001302_00	LOCUS10713	Laspla
OG0001303_00	LOCUS3366	Laspla
OG0001305_00	LOCUS985	Laspla
OG0001306_00	G6Z76_0006677	Acrcha
OG0001307_00	LOCUS8733	Laspla
OG0001308_00	LOCUS9130-2	Laspla
OG0001309_00	LOCUS2302	Laspla
OG0001310_00	LOCUS14099-2	Laspla
OG0001311_00	LOCUS5531	Laspla
OG0001312_00	LOCUS12127	Laspla
OG0001313_00	LOCUS14118	Laspla
OG0001314_00	LOCUS3515	Laspla
OG0001315_00	LOCUS3842	Laspla
OG0001316_00	LOCUS10926	Laspla
OG0001317_00	LOCUS9958	Laspla
OG0001318_00	LOCUS12050	Laspla
OG0001319_00	Peptidase_C19_ubiquitin_carboxyl-terminal_hydrolase_2_g12775_i1	Acafer
OG0001320_00	Vitellogenin_g15409_i1	Acafer
OG0001321_00	LOCUS13531	Laspla
OG0001322_00	LOCUS10671	Laspla
OG0001323_00	HOX_domain_g01795_i1	Acrame
OG0001324_00	LOCUS4300	Laspla
OG0001325_00	LOCUS4627	Laspla
OG0001326_00	G6Z76_0003948	Acrcha
OG0001327_00	LOCUS1168	Laspla
OG0001328_00	LOCUS10632	Laspla
OG0001330_00	LOCUS10683	Laspla
OG0001331_00	Peptidase_M2_peptidyl-dipeptidase_A_g07609_i1	Acafer
OG0001332_00	G6Z77_0000776	Acrhey
OG0001333_00	LOCUS7861	Laspla
OG0001334_00	G6Z76_0009431	Acrcha
OG0001335_00	HOX_domain_g14052_i1	Temamb
OG0001336_00	G6Z76_0013138	Acrcha
OG0001337_00	Chromo-domain_g07439_i1	Acafer
OG0001338_00	LOCUS12785	Laspla
OG0001339_00	G6Z76_0008068	Acrcha
OG0001340_00	G6Z76_0002013	Acrcha
OG0001341_00	LOCUS14551	Laspla
OG0001342_00	ACFW04_007144	Catnig
OG0001343_00	G6Z76_0004783	Acrcha
OG0001344_00	G6Z76_0011438	Acrcha
OG0001345_00	LOCUS10172	Laspla
OG0001346_00	Peptidase_M12B_ADAM_reprolysin_g13558_i1	Probru
OG0001348_00	LOCUS420	Laspla
OG0001349_00	LOCUS7860	Laspla
OG0001350_00	LOCUS1153	Laspla
